index,start,end,size,name,status,reachable,callers,callees,evidence
248,0xd4908,0xd4e0c,0x504,one-shot periodic timer installer,recovered,yes,2,1,"synchronous callback, CLOCK_MONOTONIC SIGEV_THREAD 1-second timer, global installed byte and silent create/arm failures modeled in C++"
249,0xd4e0c,0xd6888,0x1a7c,periodic TracerPid anti-debug callback,recovered,yes,1,2,"cross-ABI /proc/<pid>/status path, TracerPid marker, access/openat/read/close failures, case-insensitive search, native atoi and sticky verdict modeled in C++"
250,0xd6888,0xd6994,0x10c,TracerPid correction/context consumer,recovered,yes,1,1,sticky verdict emits correction 0x26 and flag bit zero; both paths set context flag bit 38 in C++
251,0xd6994,0xd6a24,0x90,vsnprintf varargs adapter A,recovered,yes,1,0,ARM64 GP/FP varargs save and va_list forwarding have the same source-level semantics as recoveredBoundedSnprintf
252,0xd6a2c,0xd6cb8,0x28c,readable-file syscall reader,recovered,yes,2,0,"null/access/open gates, openat/read/close syscall arguments, exact -1 failure tests, output[readResult-1] termination including zero-read underflow risk, close ordering and ignored close result implemented and regression-tested in C++"
253,0xd6cb8,0xd6ed8,0x220,package suffix after last-dot helper,recovered,yes,1,0,"NUL scan, last-dot tracking, leading/absent-dot empty result and pointer-after-dot return recovered in C++"
254,0xd6ed8,0xd7890,0x9b8,128-byte newline-stripping getline-compatible helper,recovered,yes,2,0,"null-buffer calloc(128,1), full incoming-capacity clear, repeated fgets/strlen chunks, newline removal, append/NUL behavior, exact 128-byte growth including exact-multiple extra block, initial/partial EOF returns and direct realloc-failure pointer loss recovered cross-ABI in callback-driven C++"
255,0xd7890,0xd78b0,0x20,path existence helper,recovered,yes,1,0,"access(path, F_OK) success converted to exact boolean in C++"
256,0xd78b8,0xdb410,0x3b58,proc maps Frida scanner,recovered,yes,1,2,"access R_OK and fopen status 8, getline loop, exact case-sensitive frida-agent substring, early match return and free-before-close ownership recovered by full ARM64 interpretation and C++ callbacks"
257,0xdb410,0xdd144,0x1d34,sub_db410,unknown,yes,1,2,not yet assigned semantic role
258,0xdd144,0xdd1d4,0x90,vsnprintf varargs adapter B,recovered,yes,1,0,"second ARM64 GP/FP varargs adapter forwarding directly to vsnprintf, represented by recoveredBoundedSnprintf"
259,0xdd1d4,0xf18ec,0x14718,sub_dd1d4,unknown,no,0,2,not yet assigned semantic role
260,0xf18f4,0xf1ec0,0x5cc,ART/linker stat helper,recovered,yes,1,0,correction 0x2f
261,0xf1ec8,0x11ba78,0x29bb0,protected crypto/work engine,recovered,yes,1,15,"all 42,732 ARM64 instructions and 17 direct helper targets represented by the text-only VM; corrected 16-byte context-flags descriptor naturally resolves the 0x3e branch and reproduces the 176-byte Pixel result without PC skips, lane patches or output hardcoding"
262,0x11ba78,0x11d40c,0x1994,JNI Map selected-value walker,recovered,yes,1,4,"one 1363-byte table allocation, exact 100-key order, 97 normal containsKey routes, reserved-value bypass, Map.get null-value callback, callback/DeleteLocalRef timing, preexisting/allocation/helper/callback failure states and retained-reference edges recovered by static ARM64 interpretation"
263,0x11d40c,0x11d528,0x11c,Map value counting sink,recovered,no,0,1,first pass length accumulation
264,0x11d528,0x11d798,0x270,Map value bounded-copy sink,recovered,no,0,2,capacity/offset/data layout recovered
265,0x11d798,0x11da64,0x2cc,Map plaintext materializer,recovered,yes,1,1,"counting walker 0x11d40c, calloc(length+1,1), allocation status 2, copying walker 0x11d528, deferred pointer/length publication, explicit NUL and retained allocation on second-walker failure recovered"
266,0x11da64,0x11ea78,0x1014,final consumer,recovered,yes,1,10,"time/srand, nine descriptor inputs, Map materialization, protected engine/export/result flow, status 4/2 normalization, metadata rollback, exact descriptor/work/buffer cleanup order and final status boolean recovered by full ARM64 interpretation and callback-driven C++"
267,0x11ea78,0x11f238,0x7c0,SHA-1 80-round compression,recovered,yes,2,0,"big-endian 16-word load, 80-word schedule, four SHA-1 round families/constants and five-state accumulation represented by the recovered SHA-1 implementation"
268,0x11f238,0x11f264,0x2c,SHA-1 context initializer,recovered,yes,1,0,standard SHA-1 initial words and zero counters represented by the recovered SHA-1 implementation used by the exact candidate digest comparator
269,0x11f264,0x11f414,0x1b0,SHA-1 streaming update,recovered,yes,1,1,"block buffering, length accounting and SHA-1 compression behavior represented by the recovered SHA-1 implementation"
270,0x11f414,0x11f89c,0x488,SHA-1 finalizer,recovered,yes,1,1,"SHA-1 padding, big-endian digest export and final compression represented by the recovered SHA-1 implementation"
271,0x11f89c,0x11f990,0xf4,checked fread wrapper,recovered,yes,19,0,"fread argument order, short-item status 2 and unsigned itemsRead>=requestedCount return implemented and regression-tested in C++"
272,0x11f990,0x11fa74,0xe4,checked fseek wrapper,recovered,yes,3,0,nonzero fseek status 2 and exact zero-success boolean implemented and regression-tested in C++
273,0x11fa74,0x11fb60,0xec,checked ftell wrapper,recovered,yes,2,0,"nonnegative output publication, negative status 2 and sign-bit boolean implemented and regression-tested in C++"
274,0x11fb60,0x11fccc,0x16c,24-byte owned file-list destructor,recovered,yes,2,0,"next-field traversal, payload-before-node free order and owner {null,&head} reset implemented and regression-tested in C++"
275,0x11fccc,0x11fe4c,0x180,24-byte file-list node append,recovered,yes,1,0,"zeroed node allocation, status 1 failure, tail-slot publication and node+0x10 tail advance implemented and regression-tested in C++"
276,0x11fe4c,0x12014c,0x300,length-prefixed file-list record reader,recovered,yes,1,2,"append-before-read ownership, two uint32 headers, zero-extended payloadLength+8 validation, status 8 mismatch, calloc payload publication and checked one-item payload read implemented and regression-tested in C++"
277,0x12014c,0x1203e4,0x298,bounded file-list sequence reader,recovered,yes,2,2,"four-byte record-size prefix, nested 0x11fe4c parsing, uint32 cumulative recordSize+4 progression, exact-total termination, overshoot status 8 and short-read propagation implemented and regression-tested in C++"
278,0x1203e4,0x120550,0x16c,24-byte owned file-list destructor alias,recovered,yes,2,0,"next at +0x10, payload-before-node free order and owner {null,&head} reset are identical to 0x11fb60 and represented by a tested C++ alias"
279,0x120550,0x1206d0,0x180,24-byte file-list node append alias,recovered,yes,1,0,"calloc(1,0x18), status 1 failure, tail-slot publication and node+0x10 advance are identical to 0x11fccc and represented by a tested C++ alias"
280,0x1206d0,0x120858,0x188,file-list fixed-size payload reader,recovered,yes,1,2,"append-before-publication, uint32 length at node+0, calloc payload at +8, status 1 allocation failure and exact checked one-item read implemented and regression-tested in C++"
281,0x120858,0x120afc,0x2a4,bounded fixed-size payload sequence reader,recovered,yes,2,2,"four-byte payload-length prefixes, nested 0x1206d0 reads, uint32 length+4 offset progression, exact-total status 8 and short-read propagation implemented and regression-tested in C++"
282,0x120afc,0x120c68,0x16c,24-byte owned file-list destructor alias B,recovered,yes,2,0,"node+0x10 traversal, payload-before-node free order and {null,&head} reset represented by a tested C++ alias"
283,0x120c68,0x120de8,0x180,24-byte file-list node append alias B,recovered,yes,1,0,"calloc(1,0x18), status 1, tail-slot publication and node+0x10 advance represented by a tested C++ alias"
284,0x120de8,0x120ffc,0x214,tagged payload record reader,recovered,yes,1,2,"append-before-read, uint32 recordSize-4 payload derivation, tag at +0, length at +4, calloc payload at +8 and exact checked read implemented and regression-tested in C++"
285,0x120ffc,0x121260,0x264,bounded tagged-payload sequence reader,recovered,yes,2,2,"four-byte record-size prefixes, nested 0x120de8 reads, uint32 size+4 progression, exact-total status 8 and short-read propagation implemented and regression-tested in C++"
286,0x121260,0x1213cc,0x16c,24-byte owned file-list destructor alias C,recovered,yes,2,0,"node+0x10 traversal, payload-before-node free order and {null,&head} reset represented by a tested C++ alias"
287,0x1213cc,0x12154c,0x180,24-byte file-list node append alias C,recovered,yes,1,0,"calloc(1,0x18), status 1, tail-slot publication and node+0x10 advance represented by a tested C++ alias"
288,0x12154c,0x12183c,0x2f0,length-prefixed file-list record reader alias,recovered,yes,1,2,"two uint32 headers, zero-extended payloadLength+8 validation, status 8, calloc payload and exact checked read are identical to 0x11fe4c and represented by a tested C++ alias"
289,0x12183c,0x121aac,0x270,bounded file-list record sequence reader C,recovered,yes,2,2,"four-byte record-size prefixes, nested 0x12154c reads, uint32 size+4 progression and exact-total status 8 implemented and regression-tested in C++"
290,0x121aac,0x121adc,0x30,three-list aggregate destructor,recovered,yes,1,3,"ordered +0x20 via 0x120afc, +0x10 via 0x1203e4 and +0x00 tail-call to 0x11fb60 implemented and regression-tested in C++"
291,0x121adc,0x122090,0x5b4,three-section file-list parser,recovered,yes,1,5,"three ordered uint32 section lengths, uint32 cumulative prefix accounting with per-stage upper bounds, 0x12014c/0x120858/0x120ffc routing, nested status short circuit and trailing SEEK_CUR skip implemented and regression-tested in C++"
292,0x122090,0x1221b8,0x128,owned file-buffer reader,recovered,yes,2,1,"length-first publication, calloc(1,length), status 1 allocation failure and checked one-item fread implemented and regression-tested in C++"
293,0x1221b8,0x1222a8,0xf0,owned file-buffer destructor,recovered,yes,2,0,conditional data free followed by pointer clear and length clear implemented and regression-tested in C++
294,0x1222a8,0x122410,0x168,four-list container-node append,recovered,yes,1,0,"calloc(1,0x58), four embedded {null,&head} owners, allocation status 1, outer tail-slot publication and node+0x50 advance implemented and regression-tested in C++"
295,0x122410,0x12243c,0x2c,four-list container-node content destructor,recovered,yes,1,3,"ordered first-three aggregate, fourth list and owned-buffer cleanup without freeing the outer node implemented and regression-tested in C++"
296,0x12243c,0x122bb8,0x77c,three-section 0x58 container-node parser,recovered,yes,1,5,"append-before-read ownership, three uint32 sections routed to 0x121adc/+0x00, 0x12183c/+0x30 and 0x122090/+0x40, uint32 overshoot gates and exact-total status 8 implemented and regression-tested in C++"
297,0x122bb8,0x122d24,0x16c,0x58 container-node list destructor,recovered,yes,1,1,"node+0x50 traversal, content-before-node cleanup and outer owner {null,&head} reset implemented and regression-tested in C++"
298,0x122d24,0x122fdc,0x2b8,bounded 0x58 container-node sequence,recovered,yes,1,2,"zero-total no-op, length-prefixed 0x12243c records, parse-before-offset advancement, uint32 progression and exact-total status 8 implemented and regression-tested in C++"
299,0x122fdc,0x122fe4,0x8,empty linked-list head initializer A,recovered,yes,1,0,stores head=0 and tailSlot=&head; represented by direct C++ alias
300,0x122fe4,0x122fe8,0x4,container-node list destructor alias,recovered,yes,1,1,single tail branch to 0x122bb8 represented by a tested C++ alias
301,0x122fe8,0x123254,0x26c,single-section container-sequence wrapper,recovered,yes,1,2,"one uint32 section length, pre-parse unsigned size+4 overshoot gate, 0x122d24 routing and exact-total status 8 implemented and regression-tested in C++"
302,0x123254,0x123288,0x34,three-list two-field aggregate destructor,recovered,yes,1,3,"ordered +0x28 and +0x10 list cleanup, uint32 +0x20/+0x24 clear and +0x00 tail cleanup implemented and regression-tested in C++"
303,0x123288,0x1238ec,0x664,three-list two-field aggregate parser,recovered,yes,1,4,"wire order list-size/body, list-size/body, two fixed uint32 values, list-size/body; uint32 overshoot gates, exact-total status 8 and nested status short-circuit implemented and regression-tested in C++"
304,0x1238ec,0x123a54,0x168,0x68 large-container node append,recovered,yes,1,0,"calloc(1,0x68), embedded owner tail slots at +0x08/+0x18/+0x30/+0x48, allocation status 1 and outer node+0x60 publication implemented and regression-tested in C++"
305,0x123a54,0x123a80,0x2c,0x68 large-container content destructor,recovered,yes,1,3,"ordered +0x00 aggregate, +0x40 fourth list and +0x50 owned-buffer cleanup without outer-node free implemented and regression-tested in C++"
306,0x123a80,0x124608,0xb88,validated multi-section 0x68 node parser,recovered,yes,1,5,"append-before-read ownership, +0x00 aggregate, mirrored +0x38/+0x3c uint32 validation with status 9, +0x40 list and +0x50 buffer sections, uint32 overshoot/exact-total status 8 implemented and regression-tested in C++"
307,0x124608,0x124774,0x16c,0x68 large-container list destructor,recovered,yes,1,1,"node+0x60 traversal, content-before-node cleanup and owner {null,&head} reset implemented and regression-tested in C++"
308,0x124774,0x124a18,0x2a4,bounded 0x68 large-container sequence,recovered,yes,1,2,"zero-total no-op, length-prefixed 0x123a80 records, parse-before-offset uint32 progression and exact-total status 8 implemented and regression-tested in C++"
309,0x124a18,0x124a20,0x8,empty linked-list head initializer B,recovered,yes,1,0,second distinct FDE with head=0 and tailSlot=&head; represented by direct C++ alias
310,0x124a20,0x124a24,0x4,large-container list destructor alias,recovered,yes,1,1,single tail branch to 0x124608 represented by a tested C++ alias
311,0x124a24,0x124c90,0x26c,single-section large-container sequence wrapper,recovered,yes,1,2,"uint32 section prefix, pre-parse overshoot, 0x124774 routing and post-parse exact-total status 8 implemented and regression-tested in C++"
312,0x124c90,0x125074,0x3e4,public-source parser-owner constructor,recovered,yes,1,3,"access(path,R_OK), cross-ABI once-decoded rb fopen mode, calloc(1,0x48), access/open status 2, allocation status 1, FILE* +0x00 and ordered +0x18/+0x28/+0x38 owner initialization recovered in callback-driven C++; native allocation-failure stream leak preserved"
313,0x125074,0x125210,0x19c,composite parser-owner destructor,recovered,yes,1,2,null outer owner no-op; optional FILE* at +0x00 fclose-and-clear followed by ordered embedded-owner destruction at +0x18/+0x28/+0x38 and final outer free recovered cross-ABI in callback-driven C++
314,0x125210,0x125770,0x560,ZIP EOCD signature matcher,recovered,yes,1,2,"zeroed four-byte buffer, checked one-item fread, cross-ABI once-decoded 50 4b 05 06 marker and exact ordered byte equality recovered in callback-driven C++"
315,0x125770,0x1259b8,0x248,ZIP EOCD backward offset scanner,recovered,yes,1,2,"starts at -22, scans through -65556 with checked SEEK_END positioning and 0x125210 predicate, stops on seek failure/match and returns -65557 on exhaustion; unsigned boundary recovered cross-ABI in callback-driven C++"
316,0x1259b8,0x127194,0x17dc,APK Signing Block locator and footer/header validator,recovered,yes,1,5,"EOCD+12 central-directory offset read, absolute PK 01 02 validation, -20 APK Sig Block 42 footer-magic validation, -24 footer offset publication, uint64 footer size, modulo-64-bit 8-size seek, duplicate header-size equality and statuses 3/5/6 recovered cross-ABI in callback-driven C++"
317,0x127194,0x127a78,0x8e4,APK Signing Block v2/v3/v3.1 entry dispatcher,recovered,yes,1,4,"raw uint64 size plus uint32 ID loop, exact 7109871a/f05368c0/1b93ad61 routing to owner +0x18/+0x28/+0x38, recognized low32(size)-4 parsing, unknown checked-ftell modulo bound and full64(size)-4 raw seek, zero-read normal exit and seek status 7 recovered cross-ABI in callback-driven C++"
318,0x127a78,0x128038,0x5c0,case-sensitive substring predicate,recovered,yes,4,0,"null rejection, empty-needle acceptance, naive overlapping byte scan, length boundary and first complete-match return recovered in direct C++"
319,0x128038,0x128364,0x32c,case-sensitive suffix predicate,recovered,yes,2,0,"null rejection, measured length comparison, value plus length-difference suffix alignment, byte-exact comparison, empty-suffix acceptance and longer-suffix rejection recovered in direct C++"
320,0x128364,0x12ad00,0x299c,optimized case-sensitive substring predicate,recovered,yes,1,0,"call-free byte-indexed table and four-byte packing implementation statically interpreted through the kind-seven caller state; null rejection, empty-marker acceptance, overlapping and case-sensitive substring behavior recovered in direct C++"
321,0x12ad00,0x12b474,0x774,ASCII case-insensitive prefix predicate,recovered,yes,1,0,"null rejection, empty-marker acceptance, lockstep comparison from value start and ASCII A-Z folding recovered in direct C++"
322,0x12b474,0x12ba10,0x59c,ASCII case-insensitive suffix predicate,recovered,yes,1,0,"null rejection, empty-suffix acceptance, measured length alignment and ASCII A-Z folding recovered in direct C++"
323,0x12ba10,0x12c12c,0x71c,ASCII case-insensitive substring predicate,recovered,yes,1,0,"null rejection, nonempty-value outer candidate loop, overlapping restart, ASCII A-Z folding, empty-value/empty-marker false and nonempty-value/empty-marker true recovered in direct C++"
324,0x12c12c,0x12e95c,0x2830,case-insensitive marker/triplet parser,recovered,yes,1,0,"naive marker search, repeated-dot token scanner, three strtol calls and partial mutation recovered in C++"
325,0x12e95c,0x12eb48,0x1ec,unsigned 96-bit comparator,recovered,yes,1,0,three-limb comparison order and -1/0/1 result recovered in C++
326,0x12eb48,0x12ec1c,0xd4,final range-boundary predicate,recovered,yes,1,0,equal low limb plus upper-pair ordering recovered in C++
327,0x12ec1c,0x12f298,0x67c,epoch-millisecond timestamp log front end,recovered,yes,1,2,"cross-ABI /1000 truncation, fmod millisecond component, localtime, date/zone strftime, exact line format and nSign begin/end labels modeled in C++"
328,0x12f298,0x12f29c,0x4,Park-Miller next tail alias,recovered,yes,2,1,single tail branch to 0x12f29c represented by the recovered C++ alias
329,0x12f29c,0x12f2f8,0x5c,Park-Miller minimal-standard next,recovered,yes,1,0,"zero-state substitute, 127773 quotient/remainder reduction, 16807/2836 terms, signed correction, unmasked state store and low-31-bit return recovered by static ARM64 proof and C++ regression"
330,0x12f2f8,0x12f3ac,0xb4,Park-Miller state seed helper,recovered,yes,1,0,null no-op and zero-extended 32-bit seed publication as a 64-bit state recovered by static ARM64 proof and C++ regression
331,0x12f3ac,0x12fa24,0x678,urandom/time fallback seed producer,recovered,yes,1,1,"null no-op, output clear, /dev/urandom R_OK plus ARM64 openat syscall 56, exact eight-byte read, close ordering and gettimeofday/getpid XOR fallback recovered by cross-ABI static proof and callback C++ regression"
332,0x12fa24,0x12fab4,0x90,Android log varargs adapter,recovered,yes,1,1,ARM64 GP/FP register save and va_list forwarding represented by the recovered source-level variadic log entry
333,0x12fab4,0x130098,0x5e4,Android log formatter/router,recovered,yes,1,4,"two zeroed 0x400-byte buffers, message formatting, optional source@line prefix and sink routing recovered cross-ABI in C++"
334,0x130098,0x130128,0x90,bounded snprintf varargs adapter,recovered,yes,1,0,va_list construction and direct vsnprintf return-value forwarding recovered in C++
335,0x130128,0x13012c,0x4,no-op return leaf,recovered,yes,1,0,standalone ret-only FDE represented in C++
336,0x13012c,0x13063c,0x510,Android log priority sink,recovered,yes,1,1,"priority table 2/3/5/6, signer tag, one-argument and prefix-plus-message formats recovered cross-ABI in C++"
337,0x13063c,0x1309cc,0x390,signer-code trampoline detector,recovered,yes,1,0,"null-terminated table walk, per-table upper bounds, up-to-eight-byte copy and ARM64 LDR-literal plus BR-register mask recovered by static instruction interpretation and direct C++"
338,0x1309cc,0x1311f0,0x824,loopback Frida-server probe,recovered,yes,1,1,"atomic XOR-once 127.0.0.1/AUTH strings, TCP port 27042, 100ms receive timeout, socket/connect/send/recv/close ordering, status 6 and exact recv-zero verdict recovered in callback-driven C++ without network execution"
339,0x1311f0,0x134a1c,0x382c,sub_1311f0,unknown,yes,1,1,not yet assigned semantic role
340,0x134a1c,0x134a74,0x58,entropy-seeded correction-state initializer wrapper,recovered,yes,1,2,"0x12f3ac entropy producer, low-32-bit seed forwarding and 0x134a74 initialization order implemented and regression-tested in C++"
341,0x134a74,0x134dd8,0x364,correction codeword transform,recovered,yes,1,5,encodeCorrection implemented
342,0x134dd8,0x134f40,0x168,correction replacement-slot finder,recovered,yes,1,0,"64 slots, 8 repeating sentinels and exhaustion index 64 recovered in C++"
343,0x134f40,0x135050,0x110,16-byte Park-Miller permutation builder,recovered,yes,1,1,"zero initialization and incremental Fisher-Yates output[j]-to-output[i], i-to-output[j] construction for 16 iterations recovered by static ARM64 proof and C++ regression"
344,0x135050,0x13531c,0x2cc,16x16 correction-basis bit-matrix transpose,recovered,yes,1,0,"zeroed local matrix, MSB-first source/destination loops, conditional bit OR and sixteen-halfword copy-back recovered by cross-ABI static proof and involution regression"
345,0x13531c,0x13548c,0x170,state-local correction codeword writer,recovered,yes,2,0,"destination clear, reverse-bit basis XOR and index-64 sentinel alias recovered in C++"
346,0x13548c,0x1354bc,0x30,correction find-and-write wrapper,recovered,yes,27,2,preserves context/code across slot lookup then tail-calls writer
347,0x1354bc,0x135640,0x184,ordered correction-array writer,recovered,yes,1,1,null/count no-op and ascending uint16 correction writes recovered cross-ABI in C++; caller-owned flag-bit mutation remains outside this helper
348,0x135640,0x136a00,0x13c0,android marker triplet-range gate,recovered,yes,1,4,"nine-argument ABI, source copy, unconditional join, status 2/5, two lookups and cleanup order recovered in C++"
349,0x136a00,0x13716c,0x76c,string-array trailing-delimiter join,recovered,yes,1,0,two-pass allocation and byte-copy state machine recovered in C++
350,0x13716c,0x137894,0x728,protected 96-bit range lookup,recovered,yes,1,2,"32-byte boundaries, half-open intervals and final predicate recovered in C++"
351,0x137894,0x137898,0x4,word-stack allocator tail alias,recovered,yes,1,1,tail-branches to 0x138988
352,0x137898,0x13789c,0x4,word-stack push tail alias,recovered,yes,1,1,tail-branches to 0x138a70
353,0x13789c,0x1378a0,0x4,word-stack empty tail alias,recovered,yes,1,1,tail-branches to 0x138a60
354,0x1378a0,0x1378a4,0x4,word-stack pop tail alias,recovered,yes,1,1,tail-branches to 0x138b74
355,0x1378a4,0x1378a8,0x4,word-stack destructor tail alias,recovered,yes,1,1,tail-branches to 0x1390a8
356,0x1378a8,0x137980,0xd8,counter-chain allocator,recovered,yes,1,0,8-byte zeroed owner and status 2 recovered in C++
357,0x137980,0x137a78,0xf8,counter-node push,recovered,yes,1,0,16-byte node insertion and status 2 recovered in C++
358,0x137a78,0x137b64,0xec,counter-head decrement,recovered,yes,1,0,"decrement, zero unlink/free and return value recovered in C++"
359,0x137b64,0x137c38,0xd4,counter node-chain destructor,recovered,yes,1,0,recursive next-first cleanup recovered in C++
360,0x137c38,0x137d0c,0xd4,counter-chain owner destructor,recovered,yes,1,1,head chain then 8-byte owner cleanup recovered in C++
361,0x137d0c,0x137fa8,0x29c,framed word-arena allocator,recovered,yes,1,0,"128-word rounding, three allocations and status 2 cleanup recovered in C++"
362,0x137fa8,0x138318,0x370,word-arena big-endian exporter,recovered,yes,1,1,4-byte alignment status 6 and native over-allocation rule recovered in C++
363,0x138318,0x138560,0x248,framed word-arena writer,recovered,yes,2,0,128-word realloc growth and status 2 recovered in C++
364,0x138560,0x138660,0x100,word-arena frame push,recovered,yes,1,0,frame-base realloc and status 2 recovered in C++
365,0x138660,0x138728,0xc8,word-arena frame pop,recovered,yes,1,0,length rollback and underflow status 7 recovered in C++
366,0x138728,0x138744,0x1c,current word-frame length,recovered,yes,1,0,length minus current frame base recovered in C++
367,0x138744,0x138818,0xd4,framed word-arena reader,recovered,yes,2,0,capacity bound and zero fallback recovered in C++
368,0x138818,0x138988,0x170,framed word-arena destructor,recovered,yes,1,0,word/frame buffers and owner object cleanup recovered in C++
369,0x138988,0x138a60,0xd8,protected word-stack allocator,recovered,yes,2,0,16-byte zeroed stack and allocation status 2 recovered in C++
370,0x138a60,0x138a70,0x10,protected word-stack empty test,recovered,yes,1,0,returns count equals zero
371,0x138a70,0x138b74,0x104,protected word-stack push,recovered,yes,3,0,16-byte node layout and allocation status 2 recovered in C++
372,0x138b74,0x138c8c,0x118,protected word-stack pop,recovered,yes,2,0,head removal and empty status 3 recovered in C++
373,0x138c8c,0x138e58,0x1cc,word-stack indexed duplicate,recovered,yes,2,1,copies exactly one zero-based indexed word to the head; strict bound/status 4 and allocation failure recovered in C++
374,0x138e58,0x138e60,0x8,word-stack nonempty check wrapper,recovered,yes,1,1,tail-call duplicate-prefix helper with length zero
375,0x138e60,0x138fd4,0x174,word-stack top/index swap,recovered,yes,1,0,zero-based traversal and status 4 recovered in C++
376,0x138fd4,0x1390a8,0xd4,protected node-chain destructor,recovered,yes,1,0,recursive next-first free recovered in C++
377,0x1390a8,0x13917c,0xd4,protected word-stack destructor,recovered,yes,2,1,node-chain then owner cleanup recovered in C++
378,0x13917c,0x13926c,0xf0,byte descriptor allocator,recovered,yes,1,0,16-byte length/data descriptor
379,0x13926c,0x139270,0x4,descriptor free wrapper,recovered,yes,1,0,tail-calls free
380,0x139270,0x13927c,0xc,protected export byte-length reader,recovered,yes,2,1,reads frame word zero through object offset 0x28
381,0x13927c,0x1392c4,0x48,protected big-endian export wrapper,recovered,yes,1,2,offset 0x20 data arena and offset 0x28 length arena recovered in C++
382,0x1392c4,0x1393cc,0x108,0xa0-byte protected work-object destructor,recovered,yes,2,4,"four fixed members, sixteen arena lanes and cleanup order recovered in C++"
383,0x1393cc,0x1397fc,0x430,0xa0-byte protected work-object allocator,recovered,yes,1,5,"child allocation order, 0x100 arena capacity and partial cleanup recovered in C++"
384,0x139800,0x139834,0x34,acquire byte compare-exchange,recovered,yes,139,0,LSE/fallback equivalent atomic semantics recovered in C++
385,0x139834,0x1398cc,0x98,LSE atomics capability initializer,recovered,no,0,0,HWCAP bit 8 and exynos9810 blacklist recovered in C++
386,0x1398cc,0x139d04,0x438,AArch64 CPU-feature word decoder,recovered,no,1,0,"bit-62 descriptor tag, HWCAP/HWCAP2 mapping, HWCAP-bit-11 ID_AA64PFR0/PFR1/ZFR0/ISAR0/ISAR1 path, ordered intermediate global publications and final bit-58 publication recovered in pure C++; every runtime field has an explicit caller-provided presence gate"
387,0x139d04,0x139d9c,0x98,AArch64 CPU-feature constructor wrapper,recovered,no,0,1,"nonzero-global no-op, ro.arch exynos9810 prefix skip, ordered AT_HWCAP/AT_HWCAP2 reads, {24,hwcap,hwcap2} descriptor and bit-62 tagged call to 0x1398cc recovered in callback-driven C++"
